business_id,name,categories,stars,postal_code
X72UR4q3Z30BtWExT1id9g,2 Pierrots,"Nightlife, Bars, Music Venues, Restaurants, Arts & Entertainment, Dance Clubs",4.0,H2Y 1G6
X8lYvkI2Yv7f96cz4uE9LQ,Île Flottante,"Restaurants, Diners, Modern European, French",4.5,H2T 2L3
XC7RBm6or4mf2LyKqQfuUw,L'Orchidée de Chine,"Chinese, Restaurants",3.5,H3A 1T6
XFV_KWgCMVR9gi6m4EaFVA,Mile-Ex Restaurant,"Canadian (New), Restaurants",4.5,H2V 4L1
XFZwZTABDk09jfv6tEJR6Q,Ma Bicyclette,"Hotels & Travel, Bike Rentals, Active Life, Restaurants, Local Services, Bike Repair/Maintenance, Cafes, Tours",4.5,H3K 0A8
XFdS4GgrgFsuyyrQZp8jMw,Le Diner Frunchroom,"Diners, Nightlife, Italian, Bars, French, Restaurants",3.0,H3G 1T7
XFdplSpbYJ19Zq61sjf4Yw,Café Nutrimania,"Food Delivery Services, Gluten-Free, Coffee & Tea, Food, Burgers, Vegetarian, Vegan, Restaurants, Juice Bars & Smoothies",3.5,H2W 1C5
XGw05Nyc5DOVQafkgQqvTw,PFK,"Chicken Wings, Chicken Shop, Fast Food, Restaurants, American (Traditional)",2.0,H1W 1G2
XI3iNUgChOfJk5ppjKVEQQ,Barroco,"French, Spanish, Mediterranean, Restaurants",4.5,H2Y 2A3
XIg92ukZJn_1aiNx0OmusQ,Restaurant Greenspot,"American (New), Restaurants, Canadian (New)",4.0,H4C 1N9
XKPosZx2j4RHcZ8Ewdwj0A,Leméac,"French, Restaurants",4.0,H2V 2L1
XNL6PRXaQxyDO2yeBdy11w,Express Indien,"Restaurants, Indian",4.5,H4V 1T1
XNvklghmapxOlCB-wGv_sA,Le Steak Frites,"French, Steakhouses, Restaurants",3.0,H2Y 2Y3
XSIYF7iDDMYgKY26wAhEww,La Crème de la Crème,"Bars, Coffee & Tea, Pubs, Food, Nightlife, Cafes, Restaurants",4.0,H2Y 1H9
XVxReat5L3dgeBTlR64ufA,Pizza U,"Pizza, Restaurants",3.5,H3G 2S8
XWoNSqocaYwNgFZmoVlEKw,Le Bordelais,"Seafood, Steakhouses, Canadian (New), Restaurants",3.5,H3L 1K9
XXBZL4GxOvNyY5xOdDlN6g,Da Emma,"Italian, Restaurants",4.0,H3C 1Y1
XXqDY5ji8k29I-kKzLm8yA,Café Névé,"Food, Cafes, Coffee & Tea, Restaurants",4.0,H2W 1E1
XXqHbsf-sOZfwSS4gLWU4A,Hive Café,"Restaurants, Sandwiches, Salad, Vegan",3.0,H3G 1M8
XYbS1ybeU4vBgE5Nd6ow6w,La Belle Province Milad,"Restaurants, Fast Food",2.5,H4P 2G9
XYnhQq6aUSVcYXymsfngcA,Bienvenue en Inde,"Restaurants, Indian",3.5,H2J 2L6
XZa97BO8gDFJNwXdt5OjMw,Rôtisserie St-Hubert,"Restaurants, Barbeque, Chicken Shop, Chicken Wings",3.5,H3T 1Y1
XZz0GiCXjB1RhU_sx371MQ,Café Imagination,"Cafes, Canadian (New), Bistros, Event Planning & Services, Restaurants, Caterers, Breakfast & Brunch",4.0,H3G 1T3
Xa8aadsVfrqocGA_rVzsdA,Aix Cuisine du Terroir,"French, Restaurants",3.5,H2Y 1L2
XbG4OgFoaSIxQxVRhTxU2w,Kitchenette,"American (Traditional), Food, Southern, Restaurants, French, Specialty Food",4.0,H2L 2M1
XdvOsSWwiljX8hFgzVTTYg,Paolo's Machine Expresso,"Food, Cafes, Coffee & Tea, Restaurants",4.0,H2T 1R2
XfC14yDEix3_8NS5W4J6CA,Le Elsdale,"Shopping, Cafes, Restaurants, Home Decor, Home & Garden",4.5,H2G 1N3
XgHDBafg_G2y8kHe_pJEMA,Iku,"Coffee & Tea, Food, Cafes, Restaurants",4.5,H2X 1B7
XibSj7HIaCEB8F02kakPMw,Deli Green Stop,"Barbeque, Delis, Poutineries, Sandwiches, Breakfast & Brunch, Hot Dogs, Restaurants",2.5,H4E 3H6
XjbPr3o-YTsticeavLjTEg,Hooters,"Nightlife, Sports Bars, Chicken Wings, Restaurants, Bars, Barbeque",2.0,H3G 2B2
Xl2LzZ7AKZA5uSdCmdOluA,Le Milsa,"Barbeque, Wine Bars, Brazilian, Nightlife, Restaurants, Bars",2.5,H3G 2B6
XmgbQmB8SiFcWVWE1xU3fw,Taberna,"Portuguese, Restaurants",3.5,H2Y 2A6
XpkvACzjlDqq6DvtZCXnBA,Chez Cora,"Restaurants, Breakfast & Brunch",2.5,H4B 1V3
XqJG7Ux_mMfMJnyG2Q4m2Q,Albert Bistro,"Burgers, Wine Bars, Restaurants, Nightlife, Bars, Cafes, Bistros",4.5,H2Z 1S5
Xsb_qhfvj0p_ys81-z9SPg,QDC Burger,"Restaurants, Burgers",3.5,H3G 1Z2
Xt6OhDqC8J69wTkMNmTheA,ConforTable,"Comfort Food, Restaurants, Nightlife, Cocktail Bars, Breakfast & Brunch, Bars, Southern",4.0,H4G 1V1
XtO9u4T3uFYB_fT2VZW6xQ,Café Les Entretiens,"Burgers, Cafes, Canadian (New), Restaurants",4.5,H2J 1J1
Xu3y7gnAdOOMrDreVktA6w,Blumenthal,"Brasseries, Restaurants",4.0,H2X 2A1
Xu7mzIWyhwHVXoWqqixYnQ,Chez Gatsé Restaurant Tibetain,"Himalayan/Nepalese, Restaurants, Canadian (New)",4.0,H2X 1H7
Xx-6aJ0RTty1_fnU6J9EkA,Starbucks,"Food, Coffee & Tea, Cafes, Restaurants",4.0,H3H 1M6
Xz5PO5UllsZfYn6jqb3c7g,Dans la Gueule du Loup,"Sandwiches, Butcher, Specialty Food, Meat Shops, Restaurants, Cafes, Coffee & Tea, Food",4.5,H2H 1B8
Xzgs7Y0t-EpbFdvK6in3Ew,Peking Garden,"Imported Food, Chinese, Restaurants, Home & Garden, Ethnic Food, Kitchen & Bath, Shopping, Specialty Food, Food",2.5,H3W 1Y3
Y1Yprra4ZSyAIMW9Zm75dA,Méchant Bœuf Bar & Brasserie,"Nightlife, Restaurants, Brasseries, Gastropubs, Burgers, Bars, Cocktail Bars",3.5,H2Y 1Z3
Y1tXlYIwg26AdewIlAd_Ng,Mercado,"Breakfast & Brunch, Mexican, Latin American, Restaurants",5.0,H2S 3E1
Y22IfhXChXoRp3vKi6QwaQ,KanBai,"Chinese, Restaurants",4.0,H2Z 1K3
Y2VteDlixGh6Yr9TYSyv1Q,Chez Bouffe,"Canadian (New), Beer, Wine & Spirits, Food, French, Buffets, Restaurants",4.0,H1V 1Y1
Y36tFpneLbaVt9p0XL4aCw,Mama Sofia,"Restaurants, Pizza",4.5,H4B 1P3
Y38vE7hg2VkFcMVABxgitQ,Zenbu Sushi,"Japanese, Restaurants, Vietnamese",4.5,H4J 1E2
Y3q4842aUC0jRevGk4a2GA,Mile End,"Barbeque, Portuguese, Restaurants",3.5,H2T 2L1
Y4Ec0GD8s_FuB5tKXJOkbQ,Cesar's,"Restaurants, Sandwiches, Salad",3.5,H2Y 3P9
Y5-xLnUY1uElittV4Ic7IA,Via Roma,"Italian, Restaurants",3.0,H2S 3E2
Y5EralXpOcigSLwkJasAXw,Krishna Sweet,"Restaurants, Indian",4.0,H3S 1B3
Y5I-z2S3Eeno6cDyn0e6Cg,Steak House Village,"Steakhouses, Restaurants",3.0,H2L 2H5
Y5YSS0WcokrwZN805Kdmwg,Café A Plus Bistro,"Restaurants, Cafes",4.0,H2Y 1L9
Y5c9_Inq1uunA96AB-8dVQ,Thmor Da,"Chinese, Restaurants, Asian Fusion, Thai",3.5,H1Z 2G1
Y73wxH2udN5WpB8ngoBRGA,Chez Vito,"Specialty Food, Restaurants, Sandwiches, Meat Shops, Food, Delis, Delicatessen, Imported Food",4.5,H2T 2W7
Y9RPOP5Bk3eRIWFNYkEahQ,Sophie Sucrée,"Food, Vegan, Bakeries, Restaurants, Tea Rooms, Desserts",4.5,H2W 1N9
YBWG4INShu3tvinpD2fPOQ,Sa-Fran Bistro & Sushi Bar,"Restaurants, French, Sushi Bars",4.5,H2W 2M4
YCCAurWSCB3mDYSvHUyo_Q,Pho 99 Chabanel,"Restaurants, Fast Food, Vietnamese",3.5,H2N 1P6
YEdqRph-juUIRyynT_qB_A,Café Grand,"Sandwiches, Restaurants, Breakfast & Brunch, Food, Coffee & Tea",4.0,H4B 1M2
YFP7BEkWcwQdgSeZie7wYg,L'Autre Version,"Event Planning & Services, Nightlife, Mediterranean, Canadian (New), Local Flavor, Breakfast & Brunch, Arts & Entertainment, Seafood, Food, Restaurants, Venues & Event Spaces, Jazz & Blues",4.0,H2Y 1H1
YHgtbWFBOjB3fkkh0gMkmQ,Le Gourmet Thai Viet Restaurant,"Restaurants, Thai, Asian Fusion, Vietnamese",4.0,H2X 2X7
YI44-Pt98l03yaIeeKCuEQ,L'Ambroisie,"French, Restaurants",3.0,H4C 2C7
YIKmBnAMBdRF4DfYEINTRA,Sozo Sushi,"Food Delivery Services, Restaurants, Food, Sushi Bars",4.0,H2W 2M5
YK313oIaYb8Z2NQHL1NWBQ,Restaurant Fourquet Fourchette,"Restaurants, French",4.0,H2Z 1H5
YMJ7E1AcjDF5kN7hVkWd_w,Vargas,"Sushi Bars, Wine Bars, Asian Fusion, Nightlife, Bars, Steakhouses, Restaurants",3.5,H3B 1X8
YMcGgFQDEarRQ22ml1z_VQ,Chez Milo & Fine,"Creperies, Restaurants, French, Cafes",4.0,H2S 1T6
YO0fC7aJv8PzZ1MGf_F6Vg,M sur Masson,"Caterers, French, Restaurants, Event Planning & Services",4.5,H1Y 1W9
YOIOpBGhI20KF4qcDg2PjA,Bond Lounge & Grill,"Tapas Bars, Restaurants",3.5,H2T 2M4
YOpfjNZntItUxzgWJxM7_w,Restaurant Lanterne,"Vietnamese, Restaurants",4.0,H2L 2A1
YSPwC1polC7TOwP1kkxkjg,Café Epoca,"Cafes, Italian, Restaurants",3.5,H2S 3C7
YT-LMwb3cOXu5e1zaJunew,McDonald's,"Fast Food, Restaurants, Burgers",3.0,H2R 1W5
YUUMu8--KHqawES4fDOo5w,Sorocco,"Restaurants, Moroccan, Tapas Bars, Spanish, Mediterranean",4.5,H2J 2L4
YXyDCXPVpu8qlOFHPKrBNw,La Distributrice,"Food, Restaurants, Cafes, Coffee & Tea",4.5,H2J 1W1
YaJIasKjOgswDpitdMD1mA,Taqueria Arturo,"Mexican, Restaurants",3.0,H2X 1B3
YbAOL_G1xIFrD0f-rFjdTg,Bánh Mì 79,"Vietnamese, Sandwiches, Restaurants",3.5,H2X 1K5
YbfLTLKM7EGKBGNKhL8azQ,Il Campari Centro,"Restaurants, Italian, Mediterranean",4.0,H3G 1Z2
YchS6-q3IbzEZSaQ6r1T_Q,FCO di Fiumicino,"Restaurants, Ice Cream & Frozen Yogurt, Food, Pizza",4.0,H2Z 2B8
Yewxcf5-kbESoS5r1l-1AQ,Tacos Victor,"Restaurants, Mexican",4.0,H4C 1R8
YfpuOzPNKlGAduCpkBeF_w,La Tortilleria du Marché,"Mexican, Restaurants",5.0,H2R 1S7
YgPz8vB7tw1B61qi_NLP9w,Kesté,"Italian, Restaurants",4.5,H2V 0A1
YgZHRVrqkFBDsqK6VEvfrQ,Vincent Sous-Marins,"Burgers, Restaurants, Hot Dogs, Fast Food",3.0,H2R 2N2
YgbDPdxiob2rSH2NIM0tsQ,Resto-Café Quoi de N'Œuf,"Restaurants, Coffee & Tea, Breakfast & Brunch, Cafes, Food",3.5,H3J 1N9
YhfXd8VmcmCo_4ea_wqgLQ,Maison Indian Curry,"Restaurants, Indian",4.0,H3N 1S8
YiRhyhrKQNwgV43Sy0LlOQ,Salumi Vino,"Restaurants, Nightlife, Italian, Wine Bars, Bars",4.0,H2Y 1C7
YiU5Z5i35kk1KcsmJdA-Vg,Regal d'Asie,"Cambodian, Asian Fusion, Restaurants, Vietnamese, Thai",3.5,H2S 1S9
YiUFxmb_QQ-JvbruLFKl2g,Sushi Jinjin,"Restaurants, Sushi Bars, Korean",4.0,H2T 2K7
Ykxnrs6TkoWQPsStMwPseQ,La Tannerie,"Restaurants, French",4.0,H1V 1K4
YlXLRk1EoltRbBQBLZCo-A,Les Soeurs Grises,"Brewpubs, Nightlife, Tapas/Small Plates, Burgers, Smokehouse, Pubs, Brasseries, Food, Breweries, Cafes, Restaurants, Bars",3.5,H2Y 4B5
YovgOGBWuIB-TTcuWJdpRQ,Restaurant O Cantinho,"Portuguese, Restaurants",4.0,H1Z 2E2
YqUTgoyXLXmFiH7wHx_W7Q,Atrium Lounge,"Restaurants, Canadian (New), Lounges, Tapas Bars, Nightlife, Bars",4.0,H3A 1T5
Yts7CINSYWoAMWES01nF_A,Détour Bistro,"Modern European, Local Flavor, Restaurants, French",4.5,H2G 1N4
Yuw9XD4Mz56KwxlyO6VmbA,Marconi,"Restaurants, Bistros",4.0,H2S 1C1
YwBOJKaBp5Y8GzsTArlq-A,Balconville,"Bars, Pubs, Restaurants, Nightlife, French, Canadian (New)",4.0,H4G 1X5
YwRGdP_Vu4WDDT6eNNNROw,Chingu,"Arts & Entertainment, Canadian (New), Seafood, Korean, Bars, Brasseries, Restaurants, Nightlife, Music Venues, Vietnamese",4.5,H2V 4G3
Yx-ZtYKpmdvscPSY0UhP3w,Tiradito,"Cocktail Bars, Nightlife, Bars, Peruvian, Restaurants",4.0,H2Z 1N1
Yy_SB9r7VQTlIVv_MeOmaA,Cari Mela,"Indian, Restaurants",3.5,H3K 1J8
Z0hvqoCY2NBK5QEU_1jY-g,Trattoria Cinecita,"Russian, Italian, Mediterranean, Restaurants",4.0,H3X 3Z6
Z5Dq4_MvsW0-83Oj-2CTeA,Boustan,"Lebanese, Mediterranean, Restaurants, Falafel, Middle Eastern",3.5,H4C 1P5
Z63YDJGGJjkp6G2XgZOxfQ,Le pétrin fou,"Restaurants, Bakeries, Food, Organic Stores, Cafes",4.5,H2J 1Z2
Z6F5WVwu2JtJn0Eu3x4GLw,Marché Hawai,"Specialty Food, Ethnic Food, Asian Fusion, Restaurants, Farmers Market, Grocery, Imported Food, Food",4.5,H1Z 4H7
Z6MMQ2f82tZ3xGR3wK6svA,Kemestre Bar Gourmet,"Bistros, Bars, Restaurants, Nightlife, Cocktail Bars, Lounges",4.0,H3G
Z9Hmnb37VzpbOJhPkAcqjw,Hà,"Vietnamese, Restaurants",4.0,H2Y 2E5
ZByHOUsGw7q5QC-EsJfmIg,Viva Tapas Bar Lounge,"Tapas Bars, Mediterranean, Restaurants, Tapas/Small Plates",3.5,H2Y 1H9
ZF5soqrk72fzZJbkHx-fpA,Otago,"International, Cafes, Restaurants, Diners, Mediterranean, Pizza, Salad, Caterers, Thai, Event Planning & Services, Seafood",2.0,H4P 2H2
ZFzRhnJ09cYQqN8me98ZBQ,La Boîte aux Huîtres,"Specialty Food, Food, Street Vendors, Seafood, Restaurants, Seafood Markets",4.5,H2R 1T1
ZGjyOXmy3rQaYgjPAI64Qw,Double Pizza,"Restaurants, Fast Food, Pizza",1.0,H5B 1E4
ZGsV4V6DwcHriDgTZX_UOA,Oyster Shack,"Seafood, Restaurants",3.0,H3G 2E2
ZL9sk7Imc42BNRhcjgnqPw,Restaurant PM,"Thai, Chinese, Restaurants",3.5,H3H 1M2
ZLkwMk90F-UYrvUBnHqQvg,El Pequeño Bar,"Sandwiches, Cocktail Bars, Nightlife, Bars, Cuban, Restaurants",4.5,H2Y 1G8
ZM-BSBJRa5Wv8iYtLpEcww,Resto-Cafe Oxford,"Restaurants, Canadian (New), Breakfast & Brunch, International",3.0,H4A 1W5
ZPMaxcWlPNPuidqRgCgyyg,Baba Ghannouj,"Restaurants, Middle Eastern",3.5,H2X 3L7
ZQ49AFC15QBPaoS7p4NTUg,Bistro l'Enchanteur,"Gastropubs, Breakfast & Brunch, Cafes, Restaurants, French",3.5,H2R 2B1
ZQl-FHQz3gR5xtOtNdOstA,Kalalu Fusion Caraibes,"Caribbean, Restaurants",3.5,H2J 2K9
ZQwDPmRTCXFrNJpeqKihJQ,Dominion Square Tavern,"Nightlife, Restaurants, Gastropubs, Bars, Cocktail Bars",4.0,H3B 2V5
ZS1xV87olWScVXQbmaMMZQ,Labo Culinaire Foodlab,"Canadian (New), American (New), Restaurants",4.0,H2X 2S6
ZS9v8ceJte-kbvdy1asXfA,Café Névé,"Coffee & Tea, Restaurants, Food, Cafes",4.5,H2J 1X1
ZULqUEDBji9MiNIFlojt9w,La Guanaquita,"Restaurants, Salvadoran, Latin American, Food",5.0,H8N 1T7
ZUPjGwDwoI41QyiSVYa8Fg,EtOH Brasserie,"Brasseries, Restaurants",3.5,H2P 2H1
ZV7t55UEx1LnBOWqTrutSw,EVOO,"Restaurants, French",4.0,H4C 1P2
ZVNa1SVZMdMLAXa2u1X19Q,Pizzeria Bros,"Restaurants, Pizza",4.0,H3A 2M8
ZVmw1EHIQ_62NRDgOnAFzQ,Frida,"Restaurants, Mexican, Latin American",4.0,H4C 2G9
ZWSxWX5o-O0V6fhgfdoC-Q,Allo Vélo,"Cafes, Local Services, Bike Rentals, Active Life, Sporting Goods, Bike Repair/Maintenance, Restaurants, Shopping, Bikes",4.5,H3C 2J4
ZWtkJlM4Ixvg6McG2M3JnA,Ye Olde Orchard,"Irish, Nightlife, Pubs, Barbeque, Restaurants, Bars, Irish Pub",4.0,H2X 1S3
ZXP_Oc5w6_amPoAHFFHHUw,Via Marcello,"Restaurants, Italian",3.5,H4L 2A6
ZYyi0opV_ivODZ8bU--7Xg,La Maison VIP,"Chinese, Restaurants",3.5,H2Z 1K3
Z_XzE13zqGmAEWRmm3r_Vg,Laitue & Go,"Food, Restaurants, Salad, Sandwiches, Grocery",3.5,H3B 3Y1
ZbisYj4nHYWr_-f5I_WghQ,Solmar,"Restaurants, Portuguese",4.0,H2Y 1G7
ZcMRFFuvFt5gH2hdnpyigg,O Fuzion,"Asian Fusion, Thai, Restaurants, Chinese",3.0,H1Y 1L7
ZckxLuc9lpz9LDAQlMKWiA,Le Cristal Chinois,"Dim Sum, Seafood, Restaurants, Chinese",2.5,H2Z 9Y9
ZdG4umk_doiH5Ai6wg6MlA,Al Dar Restaurant,"Tapas/Small Plates, Cafes, Middle Eastern, Restaurants, Mediterranean",4.0,H3G 2H5
ZeWho7cld53zOr0HSkh-kQ,Marcello's Marché et Déli,"Delis, Restaurants, Food, Sandwiches, Coffee & Tea, Grocery",2.5,H2Z 1X4
ZeeWNTA3wpabS_0Y1We7DA,L'Auberge Saint-Gabriel,"Venues & Event Spaces, Restaurants, Canadian (New), Event Planning & Services",4.0,H2Y 2Z9
Zf1vIlxXnqNYpfSDbT8MnA,La Tequilera,"Restaurants, Mexican",1.5,H3G 2B1
ZfbwkAOnMguL_znvv_uJZw,ÊAT - Être avec Toi,"Seafood, Restaurants",3.5,H2Z 1R1
ZgiSgTwHOoxdfi0unI36Mg,Gazette Restaurant,"Restaurants, French, Tapas/Small Plates, Delicatessen, Food",3.5,H2Y 0A3
ZjU8vHUKakBREudY6Ittpg,Le Shambala,"Asian Fusion, Himalayan/Nepalese, Restaurants",3.0,H2X 3L1
Zm49-4emuoqhfb-nOPEYOg,Spanel,"Breakfast & Brunch, Creperies, Restaurants, French",4.0,H3J 1M8
ZmBrHN9UyaCk5JXWstV8mQ,Café Vasco Da Gama,"Restaurants, Portuguese, Cafes",4.0,H3A 1S8
ZntrjpC6xAPHPVIYc_TUmA,John Michael's Pub,"Pubs, Nightlife, Restaurants, Bars, Sandwiches, Burgers, Sports Bars",3.0,H2Y 3B3
ZrbLm7K8y-ikFRbxHBTa-A,Lola Rosa William,"Vegan, Restaurants",4.5,H3C
ZrtROjmux0QieMkwqlnnTA,Ristorante Quattro,"Italian, Restaurants",4.0,H2Y 1B6
ZsA8J49XHGd6nrNhbYMejw,Toroli,"Restaurants, Japanese",4.5,H2J 2A1
ZsrQbYusDGkNqXMnxBhqlQ,Café Falco,"Food, Cafes, Restaurants, Japanese, Coffee & Tea",4.5,H2T 2A4
ZutV9Vv10b0omdZD1_zf6Q,Chez Tousignant,"Canadian (New), Restaurants, Hot Dogs, Comfort Food, Sandwiches, Fast Food, Burgers",4.0,H2S 2T3
ZwV28fE5wjdZ5voFMsn80Q,Damas Restaurant,"Middle Eastern, Restaurants",4.5,H2V 4G7
ZzJ7vi9dH-595RrBCQJZKA,Taverne Royal Merchant,"Gastropubs, Restaurants",4.0,H2Y 0A2
ZzcMYCY5Gq6fJQUbmMMGpw,Mr. Ma,"Chinese, Restaurants",3.5,H3B 3Y1
_4iI2xBVWnkf_H3sbsSoTQ,Ridgewood Café,"Restaurants, Sandwiches, Breakfast & Brunch, Cafes",4.0,H3V 1G2
_6agShdUe17ftw_xHo26IA,Poulet Bronzé,"Fast Food, Chicken Wings, Halal, Restaurants",3.5,H3H 1G9
_9Lzliofb0-3s6OSc3llUg,Piri Piri,"Chicken Wings, Portuguese, Restaurants",3.5,H3T 1Y7
_Ac-WT9RXqmAHEfTKIlFfQ,Le Petit Alep,"Middle Eastern, Restaurants",4.0,H2R 1S8
_BBTYdN_5otefmR8FMdH8Q,A'propos Café,"Restaurants, Cafes",4.0,H2Y 1C7
_BnBjRMt5Ba-TAv07r3fyw,Wienstein & Gavino's,"Italian, Restaurants, Bars, Wine Bars, Nightlife",3.5,H3G 2B6
_Fy3ALeANfS_ziaB7wOE8g,Jardin du Cerf,"Thai, Chinese, Restaurants",3.0,H2X 2S5
_Hj3abUDVYloTI70EcdkLw,Vinaigrette,"Salad, Restaurants",3.5,H3X 2T8
_K63HbZBVQSBCvQicQdl-A,Satay Brothers,"Malaysian, Indonesian, Restaurants, Singaporean, Asian Fusion, Canadian (New)",4.0,H4C 1P8
_LjDXIOu5ZkTJDj5lGDgtw,Sudwest Gyros & Co.,"Greek, Restaurants, Event Planning & Services, Bars, Mediterranean, Nightlife, Caterers",4.0,H4C 1P3
_O12nlv3sISPfiNAQVLM4Q,Alexandre et Fils,"Cafes, French, Restaurants",2.5,H3A 1S8
_QY7YX8TUfXVIUjc36GqMw,Gueule de Bois Chez M & Cartier,"Restaurants, French, Tapas Bars",4.0,H1W 1P8
_T5qyfILFJOPJDB4BHDWTA,Pizzeria Geppetto,"Restaurants, Italian, Pizza",4.0,H1Y 1G2
_TyYZvp3gLqPOT4xHkaGHQ,Buns Hamburger House,"Fast Food, Burgers, Restaurants",3.5,H2X
_Upfx1qPMAghHejlAqvvgQ,Le Pink Flamingo,"Tapas Bars, Nightlife, Seafood, Lounges, Restaurants, American (Traditional), Bars",4.0,H2Y 3B3
_WeqzDfTUEBMbxj70tDtGQ,McDonald's,"Restaurants, Burgers, Fast Food",2.5,H2S 3L9
_YzwG_p4MXtZnb3ZEDLmdg,Brit & Chips,"Fish & Chips, Restaurants, British",4.0,H2Y 2H1
_Z82NAbt3DXDVPE5NvXSBQ,Usine Grecque,"Restaurants, Greek",3.5,H2L 1R8
_ZY7fzXvWCcPWpPxCBJVjQ,Bacaro Pizzeria Urbaine,"Noodles, Pizza, Restaurants, Poutineries, Italian",3.5,H3H 2S7
__S1Mhl6Lve4IbK3p4E19Q,Chez Sen,"Chinese, Restaurants, Thai",3.5,H2J 2L5
__fyRzU8kL6HkVV3wgxfmQ,Mademoiselle Urban Restobar,"Canadian (New), Barbeque, Nightlife, Korean, Arts & Entertainment, Restaurants, Cabaret, Bars, Music Venues",3.5,H2V 4G3
_albON51Beq790V0U0vtDA,Ômai Prêt-à-Manger,"Sandwiches, Vietnamese, Restaurants, Asian Fusion",4.0,H3B 1A6
_bAyf0uW6bL7GVrvz3jjBA,Brûlerie aux quatre vents,"Food, Restaurants, Cafes",3.5,H4C 2G3
_cssId9VUaKqhMGxC4-5CQ,Les Coudes Sur La Table,"Food, French, Restaurants",4.5,H2K 2J3
_fhMw-sgEnozZHsJwpKdOQ,Québec Smoked Meat,"Specialty Food, Food, Meat Shops, Restaurants, Delis, Barbeque",4.0,H3K 1J1
_iemieI7L9YvPIMvXR31_w,Vinh's Café,"Vietnamese, Restaurants, Cafes",4.5,H3A 1A5
_k3XE4g9o6P2ImU9VY28WA,Place Western,"Barbeque, American (New), Restaurants, Smokehouse, Food",5.0,H2V 4E8
_kPz9MKgbH1As9TIfpxTqA,Projet 67,"Restaurants, Canadian (New), Gastropubs",3.0,H2T 1R5
_oS_BR0JuQ6Y55XP8HU_2Q,Momesso,"Restaurants, Diners",4.0,H4A 2A7
_oUjObKKxN4siwkOBsSVxg,Sushi Shoten,"Restaurants, Sushi Bars",4.5,H2V 4G9
_oso_F3XAy5SYtbYg7Jf0Q,Starbucks,"Restaurants, Cafes, Coffee & Tea, Food",3.5,H2J 2K8
_pS3S8FtHCjCuvuzOh49Gg,Slovenia,"Sandwiches, Food, Restaurants, Specialty Food, Meat Shops, Delis, Butcher",4.0,H2X 2V5
_rZyr1lrIoBaz65XiDPP6A,Fixe,"Cafes, Breakfast & Brunch, Coffee & Tea, Food, Event Planning & Services, Internet Cafes, Canadian (New), Restaurants, Caterers",4.0,H2S 2L7
_sIpjiQJs6voO0a2Axn_ig,ÔBreton,"Creperies, French, Restaurants",4.5,H2J 1Y2
_sivVip1k2e6xGTBlWqKLw,Déjeuner,"Creperies, Restaurants, Breakfast & Brunch",4.0,H9H 4B2
_tcc4vxDoAjw0B__no0Xqg,Au Pain Perdu,"Restaurants, Breakfast & Brunch",3.5,H2J 3J1
_weGNajylR9M20qY1k5S2Q,Double Pizza,"Restaurants, Pizza",2.0,H1W 1S7
_y7NJkOFt9NoasNXcEXuDA,Al Dente Trattoria,"Caterers, Restaurants, Italian, Pizza, Event Planning & Services",3.5,H4A 1E9
_yAaRxcyyFGJkrSh_6GYiQ,Agave,"Mexican, Restaurants",3.0,H2J 1H9
a1Ba6XeIOP48e64YFD0dMw,La Prep,"Restaurants, Salad, Breakfast & Brunch, Sandwiches",4.0,H3A 2Z6
a2IFmm1FTeFLPDG5oP5V9w,Brigade Pizzeria Napolitaine,"Pizza, Restaurants, Sandwiches, Salad",3.5,H3A 1P7
a2gH2yFOCx6qkROlya1NCQ,Koa Lua,"Restaurants, Hawaiian",3.5,H3G
a7euZScX4ljHdUBcdwtMvg,Boca Iberica,"Tapas/Small Plates, Portuguese, Iberian, Cafes, Restaurants",4.0,H2W 1G1
a8Dftpe-UVBxHwfEWwTwiQ,Sata Sushi,"Vegan, Restaurants, Sushi Bars, Japanese, Vegetarian",4.0,H1W 1P8
a8WBqe4FpzaaeSzpG9sVDw,Les Intraitables,"Restaurants, Beer, Wine & Spirits, Breakfast & Brunch, Coffee & Tea, Cafes, Food, Coffee Roasteries",3.5,H2Y 1C2
a9CicvJMTQ2_3ONfPaOyMQ,Pho Asie,"Vietnamese, Restaurants",4.5,H2A 1W4
aA8gdI4JfCgqyIJ81O72lg,C Thai,"Restaurants, Thai",4.5,H2S 3E2
aCww3svW979_4D3oA-pB2A,Starbucks,"Cafes, Food, Restaurants, Coffee & Tea",4.5,H1T 3S3
aEa3J0PV04CHoVBSGtQm-g,La Crêpière,"Restaurants, Creperies, Gluten-Free",4.5,H2T 2L6
aF7hmanAzLZjL04Ef_nfvA,Frais Cafe & Sandwiches,"Sandwiches, Cafes, Restaurants",4.5,H2Z 1S5
aFffeVpAkMOr03VR8YhNew,Échalote,"Vietnamese, Restaurants, Thai, Pan Asian",2.5,H2L 2E3
aHRwaqenQHy98AwWjbHvdA,Ye Olde Orchard,"Nightlife, Bars, Irish, Irish Pub, Barbeque, Restaurants, Pubs",4.0,H3G 1Z2
aInRkpnahlx45CuM_mbafA,Restaurant Shiki Sushi,"Caterers, Event Planning & Services, Japanese, Restaurants, Sushi Bars",3.0,H2J 2L9
aIq6kdsvBwMIObpPczHgFg,Bistro Silla,"Restaurants, Pizza, Italian",4.0,H2Y 2W8
